Block Type,96well,,,,
Chemistry,TAQMAN,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,,,
Instrument Type,steponeplus,,,,
Passive Reference,ROX,,,,
,,,,,
Well,Cycle,BLUE,GREEN,YELLOW,RED
E12,34,41347,17718,16781,25150
F1,34,33504,14171,14907,23700
F2,34,19222,7877,11820,21903
F3,34,28337,12195,17676,30135
F4,34,35869,15621,18242,27852
F5,34,35468,15578,15811,24719
F6,34,26599,11158,14286,24592
F7,34,21090,8895,12421,22631
F8,34,45690,19956,23365,36714
F9,34,52828,23289,23986,34895
F10,34,29958,12475,14472,24266
F11,34,40148,17189,15960,23915
F12,34,37406,15969,14746,21851
G1,34,25392,10665,12116,20066
G2,34,19792,8098,11665,21455
G3,34,36045,15431,16459,26182
G4,34,40618,17615,21531,33374
G5,34,41902,18556,21881,34361
G6,34,31836,13594,14948,24247
G7,34,18500,7585,11379,21263
G8,34,44576,19673,21547,32864
G9,34,51157,22430,23003,33421
G10,34,25228,10476,12086,20165
G11,34,42328,18331,15162,21308
G12,34,95219,42721,26107,26615
H1,34,13132,5092,8512,16076
H2,34,21677,8898,11727,20898
H3,34,29305,12469,14759,24652
H4,34,36743,15988,19699,30693
H5,34,43026,19176,22076,34532
H6,34,30998,13257,14759,24243
H7,34,21656,9181,11657,20592
H8,34,36138,15810,19015,30319
H9,34,34015,14756,19035,30546
H10,34,24268,10091,11864,19946
H11,34,23531,9746,9938,15936
H12,34,89002,39976,24122,24231
A1,35,30203,12953,13401,21451
A2,35,51248,21810,23636,38138
A3,35,31720,13923,17436,28186
A4,35,57238,25895,23636,32681
A5,35,25115,10704,12870,21827
A6,35,30432,13210,14366,23182
A7,35,40079,17846,18290,27199
A8,35,58204,26374,24079,33204
A9,35,46181,20477,19998,29095
A10,35,45430,20080,16405,22411
A11,35,37391,16134,14152,20657
A12,35,16542,6418,10088,18770
B1,35,23579,9724,12133,21025
B2,35,42295,18278,16659,24814
B3,35,33314,14473,19035,31431
B4,35,55462,24915,23359,32769
B5,35,27973,11887,13142,21636
B6,35,31059,13278,15087,24817
B7,35,39797,17539,18761,28519
B8,35,49963,22250,21854,31748
B9,35,87574,40121,29187,34709
B10,35,40485,17405,15990,23758
B11,35,38889,16583,14675,21360
B12,35,19906,7767,11881,21701
C1,35,38752,16766,15709,23550
C2,35,42254,18364,16440,24120
C3,35,36737,16129,20222,32643
C4,35,69119,30950,27717,37511
C5,35,26802,11462,14197,24384
C6,35,39376,17063,18835,30725
C7,35,38424,16556,16048,24630
C8,35,57280,25788,24391,34621
C9,35,80965,36873,27931,34278
C10,35,42017,18295,16617,24245
C11,35,43913,18961,16158,22853
C12,35,28871,12048,14415,24098
D1,35,44344,19287,16892,24236
D2,35,41889,18128,16554,24490
D3,35,37543,16552,19654,31233
D4,35,63485,28215,25177,34113
D5,35,29206,12540,14260,23776
D6,35,31603,13837,15059,24359
D7,35,29089,12108,12569,20267
D8,35,45872,20383,22123,33774
D9,35,65373,29247,25682,34871
D10,35,38541,16546,15700,23628
D11,35,41962,17987,15432,22046
D12,35,24884,10006,13511,23745
E1,35,44501,19391,16778,23910
E2,35,19809,8084,11868,21945
E3,35,32805,14179,18199,29949
E4,35,70136,31095,29364,40922
E5,35,42333,18587,17997,27633
E6,35,30317,12941,14394,23244
E7,35,25904,11042,11267,17933
E8,35,47876,21277,22747,34207
E9,35,66243,29696,25059,33266
E10,35,44707,19492,16655,23538
E11,35,54092,23586,18165,23955
E12,35,54598,23876,19384,26178
F1,35,43392,18816,16864,24513
F2,35,19240,7873,11789,21838
F3,35,32638,14207,18476,30431
F4,35,47312,21030,20542,28889
F5,35,46225,20645,17919,25521
F6,35,30307,12891,14996,24891
F7,35,22518,9586,12705,22718
F8,35,58125,25793,25728,37581
F9,35,69199,30989,27084,36012
F10,35,37437,15992,15951,24857
F11,35,53810,23558,18678,25094
F12,35,49908,21815,17219,22825
G1,35,32554,14036,13512,20597
G2,35,20716,8554,11868,21575
G3,35,45923,20054,18391,26929
G4,35,52012,22901,23653,34094
G5,35,53775,24167,24164,35257
G6,35,39899,17370,16522,24920
G7,35,18583,7630,11408,21313
G8,35,58040,26011,24159,33867
G9,35,67377,30004,26108,34651
G10,35,32037,13668,13407,20660
G11,35,56504,24982,17931,22348
G12,35,111464,50304,29264,27803
H1,35,13772,5403,8623,16122
H2,35,25230,10584,12435,21189
H3,35,35888,15569,16048,25180
H4,35,47257,20913,21700,31450
H5,35,55544,25103,24517,35490
H6,35,38862,16989,16300,24839
H7,35,25306,10906,12384,20899
H8,35,46212,20583,20979,31069
H9,35,42986,18981,20747,31169
H10,35,30429,12969,13054,20388
H11,35,31683,13551,11576,16585
H12,35,103943,46937,27070,25383
A1,36,39435,17299,15246,22211
A2,36,63664,27552,26000,39012
A3,36,39376,17541,18895,28703
A4,36,74480,34049,26986,33982
A5,36,30678,13346,13990,22311
A6,36,37894,16723,15798,23720
A7,36,52824,23949,20816,28224
A8,36,75985,34820,27576,34564
A9,36,60648,27322,22808,30154
A10,36,60207,27063,19343,23556
A11,36,49722,21895,16557,21552
A12,36,16560,6429,10090,18775
B1,36,28615,12097,13133,21405
B2,36,56280,24827,19421,25885
B3,36,40547,17857,20432,31995
B4,36,72648,33018,26699,34105
B5,36,35604,15473,14693,22411
B6,36,37606,16346,16365,25317
B7,36,52455,23545,21229,29548
B8,36,65726,29724,24926,32980
B9,36,107431,49516,33079,36257
B10,36,53981,23739,18612,24807
B11,36,51566,22469,17108,22282
B12,36,19911,7759,11872,21683
C1,36,51425,22704,18220,24603
C2,36,56049,24828,19122,25177
C3,36,45268,20140,21768,33087
C4,36,90136,40779,31759,39142
C5,36,31166,13494,15008,24607
C6,36,48303,21256,20561,31437
C7,36,50859,22439,18476,25598
C8,36,75083,34234,27902,36034
C9,36,100945,46252,31775,35765
C10,36,55939,24815,19345,25322
C11,36,58018,25453,18788,23725
C12,36,34822,14807,15575,24534
D1,36,58996,26118,19773,25395
D2,36,55424,24437,19126,25442
D3,36,47430,21203,21501,31879
D4,36,82633,37157,28812,35499
D5,36,36070,15773,15592,24304
D6,36,40611,18083,16797,25002
D7,36,38031,16299,14271,20884
D8,36,59580,26855,24764,34801
D9,36,85294,38579,29553,36422
D10,36,51236,22472,18175,24604
D11,36,55896,24399,18071,22991
D12,36,27765,11335,14042,23976
E1,36,59090,26219,19652,25010
E2,36,19900,8106,11829,21855
E3,36,40685,17885,19741,30578
E4,36,91542,41058,33352,42392
E5,36,55262,24670,20508,28670
E6,36,37783,16437,15813,23856
E7,36,34324,15026,12920,18553
E8,36,62205,28036,25500,35275
E9,36,85806,38877,28887,34853
E10,36,59640,26465,19550,24648
E11,36,71049,31421,21381,25191
E12,36,72346,32146,22863,27596
F1,36,57550,25398,19619,25554
F2,36,19059,7784,11626,21607
F3,36,39966,17644,19889,31003
F4,36,62242,28027,23388,29931
F5,36,61247,27739,20833,26686
F6,36,36654,15867,16170,25232
F7,36,24961,10755,13183,22936
F8,36,76106,34230,29174,38980
F9,36,89613,40569,31039,37574
F10,36,49425,21604,18303,25830
F11,36,70830,31493,21962,26353
F12,36,65967,29301,20380,24068
G1,36,43364,19160,15677,21437
G2,36,22234,9268,12212,21786
G3,36,60767,27016,21276,28072
G4,36,67991,30394,26665,35219
G5,36,70382,32014,27360,36476
G6,36,52090,23050,18826,25752
G7,36,18588,7639,11390,21245
G8,36,75905,34464,27611,35231
G9,36,87258,39239,29897,36110
G10,36,42670,18647,15480,21510
G11,36,72930,32667,21141,23627
G12,36,125028,56563,31923,28887
H1,36,14914,5953,8842,16190
H2,36,31310,13458,13617,21640
H3,36,46518,20571,18147,26013
H4,36,62074,27884,24522,32528
H5,36,72437,33098,27775,36753
H6,36,50930,22688,18633,25757
H7,36,30974,13587,13483,21317
H8,36,60655,27434,23778,32164
H9,36,56315,25264,23318,32157
H10,36,40118,17536,14939,21087
H11,36,42627,18669,13700,17424
H12,36,115289,52208,29258,26200
A1,37,52197,23323,17780,23208
A2,37,82592,36332,29650,40516
A3,37,50660,22838,21120,29619
A4,37,93793,43148,30716,35405
A5,37,39514,17552,15689,22919
A6,37,48749,21856,17905,24547
A7,37,68402,31406,23863,29362
A8,37,96097,44399,31526,36122
A9,37,77976,35521,26203,31486
A10,37,76879,34947,22649,24855
A11,37,64799,28940,19483,22652
A12,37,16511,6403,10049,18718
B1,37,36813,15930,14743,22014
B2,37,73738,33027,22843,27217
B3,37,51919,23203,22697,32988
B4,37,92308,42268,30496,35543
B5,37,46629,20665,16775,23091
B6,37,47144,20827,18169,25957
B7,37,68687,31299,24452,30797
B8,37,84778,38728,28633,34424
B9,37,126332,58449,36788,37741
B10,37,70831,31631,21929,26103
B11,37,66934,29630,20078,23426
B12,37,19951,7753,11870,21678
C1,37,67835,30381,21474,25921
C2,37,72976,32735,22422,26462
C3,37,58399,26276,24309,34105
C4,37,113318,51622,36201,40878
C5,37,38713,17068,16464,25094
C6,37,61906,27606,23202,32479
C7,37,67441,30282,21691,26811
C8,37,95976,44127,31982,37628
C9,37,120449,55422,35577,37229
C10,37,73143,32876,22691,26598
C11,37,74751,33187,21977,24909
C12,37,44468,19298,17450,25266
D1,37,76826,34405,23264,26782
D2,37,72832,32573,22575,26830
D3,37,61717,27909,24249,32935
D4,37,104046,47144,32908,37115
D5,37,46908,20921,17729,25106
D6,37,53331,24127,19377,26148
D7,37,50877,22294,16741,21865
D8,37,77784,35448,28295,36203
D9,37,106854,48674,33649,37947
D10,37,67777,30279,21430,25892
D11,37,72133,31901,21164,24158
D12,37,32827,13673,15020,24311
E1,37,76674,34429,23122,26415
E2,37,20225,8280,11938,21953
E3,37,52606,23491,22062,31556
E4,37,116530,52671,38079,44206
E5,37,72784,32923,23946,30082
E6,37,49273,21827,18024,24698
E7,37,45916,20551,15228,19482
E8,37,80994,36924,29139,36688
E9,37,106316,48498,32826,36365
E10,37,77675,34931,23094,26125
E11,37,89110,39777,24842,26475
E12,37,92129,41329,26663,28983
F1,37,75199,33630,23060,26883
F2,37,19373,7958,11799,21842
F3,37,51254,22925,22061,31826
F4,37,79213,36039,26639,31087
F5,37,78907,36055,24262,28014
F6,37,47519,20947,18302,26146
F7,37,28700,12553,13923,23230
F8,37,98177,44568,33379,40552
F9,37,111724,50943,35342,39327
F10,37,65791,29291,21505,27087
F11,37,89435,40130,25543,27693
F12,37,83771,37606,23850,25436
G1,37,57542,25858,18527,22564
G2,37,24446,10303,12588,21863
G3,37,80037,36050,24993,29515
G4,37,87890,39696,30514,36813
G5,37,90809,41667,31374,38119
G6,37,68486,30732,21996,27044
G7,37,18663,7670,11406,21255
G8,37,96495,44176,31625,36819
G9,37,108489,49163,33955,37700
G10,37,56718,25231,18218,22552
G11,37,89366,40339,24380,24886
G12,37,133616,60545,33551,29458
H1,37,17075,6965,9270,16354
H2,37,41026,18034,15537,22391
H3,37,61721,27764,21130,27185
H4,37,80195,36387,28015,33859
H5,37,92489,42593,31683,38268
H6,37,67122,30332,21802,27007
H7,37,38640,17239,14999,21940
H8,37,78683,35970,27301,33556
H9,37,73456,33348,26662,33491
H10,37,53349,23753,17542,22098
H11,37,55184,24535,16139,18334
H12,37,123194,55927,30804,26814
A1,38,67461,30487,20796,24383
A2,38,107558,47907,34487,42481
A3,38,65090,29633,23919,30710
A4,38,113324,52388,34542,36904
A5,38,52400,23697,18271,23964
A6,38,61841,28039,20468,25532
A7,38,85565,39583,27276,30736
A8,38,116044,53928,35534,37763
A9,38,96485,44283,29842,32941
A10,38,93670,42888,26005,26213
A11,38,80899,36476,22643,23881
A12,38,16510,6387,10031,18667
B1,38,48881,21605,17111,22927
B2,38,92974,42033,26596,28702
B3,38,67337,30440,25644,34095
B4,38,112672,51836,34390,37009
B5,38,61934,27901,19839,24431
B6,38,59079,26418,20481,26871
B7,38,86942,39974,28007,32152
B8,38,105024,48332,32579,36006
B9,38,142696,66145,39973,38990
B10,38,89304,40282,25550,27510
B11,38,83149,37158,23227,24626
B12,38,19927,7751,11865,21678
C1,38,85775,38803,25017,27285
C2,38,91010,41172,25948,27824
C3,38,75449,34276,27685,35528
C4,38,136516,62504,40662,42661
C5,38,50752,22813,18869,26102
C6,38,79363,35794,26564,33822
C7,38,86922,39460,25499,28365
C8,38,117694,54428,36250,39307
C9,38,138052,63703,39001,38628
C10,38,91911,41676,26380,28051
C11,38,91938,41123,25272,26172
C12,38,58717,25947,20242,26376
D1,38,95425,43081,26918,28203
D2,38,91597,41318,26187,28223
D3,38,79390,36238,27709,34288
D4,38,125949,57406,37209,38937
D5,38,62246,28211,20798,26443
D6,38,68239,31204,22300,27317
D7,38,66627,29650,19796,23103
D8,38,99065,45475,32438,37883
D9,38,128460,58818,37859,39608
D10,38,86318,38960,25040,27256
D11,38,89103,39769,24458,25455
D12,38,41785,17845,16797,25069
E1,38,94675,42840,26651,27802
E2,38,20520,8430,11961,21880
E3,38,68383,30895,25146,32771
E4,38,143541,65248,43309,46480
E5,38,93404,42645,27947,31641
E6,38,64690,29060,21014,25911
E7,38,59722,27095,17966,20622
E8,38,102806,47173,33397,38395
E9,38,126022,57742,36651,37875
E10,38,96114,43563,26703,27495
E11,38,106778,47952,28251,27822
E12,38,112941,51011,30824,30772
F1,38,94204,42493,26760,28321
F2,38,19446,7980,11798,21799
F3,38,66648,30144,25026,32979
F4,38,96992,44390,30073,32463
F5,38,96961,44542,27761,29380
F6,38,62689,28079,21178,27203
F7,38,33966,15041,15006,23715
F8,38,122751,56112,38151,42516
F9,38,132893,60871,39451,40971
F10,38,84989,38293,25240,28509
F11,38,107832,48683,29122,29117
F12,38,101325,45809,27354,26853
G1,38,73425,33385,21757,23874
G2,38,27921,11945,13293,22146
G3,38,102008,46324,29283,31235
G4,38,108290,49199,34369,38231
G5,38,112826,52110,35701,39908
G6,38,86916,39320,25520,28378
G7,38,18793,7732,11421,21266
G8,38,117328,53983,35658,38396
G9,38,129174,58820,37930,39289
G10,38,72902,32827,21357,23755
G11,38,104432,47383,27342,26099
G12,38,140171,63646,34904,30066
H1,38,20906,8809,10062,16657
H2,38,54320,24294,18138,23404
H3,38,80798,36773,24904,28680
H4,38,99893,45626,31810,35368
H5,38,113788,52675,35866,39997
H6,38,85702,39085,25394,28389
H7,38,47511,21438,16748,22615
H8,38,98368,45267,31171,35090
H9,38,92689,42409,30413,34963
H10,38,68636,30953,20551,23284
H11,38,67891,30464,18625,19290
H12,38,128275,58277,31781,27164
A1,39,83825,38204,24100,25757
A2,39,135866,61040,39971,44714
A3,39,81115,37166,27047,31957
A4,39,131358,60893,38043,38299
A5,39,68290,31264,21396,25179
A6,39,75353,34450,23110,26553
A7,39,101976,47439,30496,31954
A8,39,133445,62237,38967,39082
A9,39,114162,52654,33353,34391
A10,39,108302,49784,28889,27299
A11,39,96115,43624,25652,25031
A12,39,16512,6387,10031,18660
B1,39,64073,28814,20173,24152
B2,39,111250,50599,30152,30063
B3,39,85976,39197,29274,35549
B4,39,132183,61053,38205,38561
B5,39,78821,35872,23162,25741
B6,39,71830,32430,22958,27847
B7,39,105128,48647,31573,33557
B8,39,124385,57491,36375,37489
B9,39,156455,72602,42695,40126
B10,39,107027,48607,29023,28895
B11,39,99173,44579,26372,25983
B12,39,19931,7760,11847,21672
C1,39,104265,47441,28713,28848
C2,39,108236,49216,29322,29145
C3,39,94303,43078,31310,36938
C4,39,157409,72252,44636,44214
C5,39,66533,30275,21894,27206
C6,39,98083,44566,30191,35247
C7,39,106732,48794,29396,29914
C8,39,138258,64169,40287,40946
C9,39,152436,70541,41884,39840
C10,39,109765,50046,29859,29407
C11,39,107837,48495,28349,27370
C12,39,76325,34138,23713,27733
D1,39,113230,51369,30408,29616
D2,39,110042,49931,29786,29645
D3,39,98833,45360,31541,35878
D4,39,144784,66181,40744,40259
D5,39,80215,36713,24323,27828
D6,39,84145,38751,25468,28602
D7,39,83472,37589,23126,24493
D8,39,120744,55700,36663,39571
D9,39,147340,67697,41501,41011
D10,39,104658,47549,28633,28643
D11,39,104636,46955,27447,26649
D12,39,55080,24011,19337,25981
E1,39,111673,50753,29991,29149
E2,39,21227,8746,12126,22020
E3,39,86445,39326,28591,34093
E4,39,167497,76426,47790,48112
E5,39,115751,53109,32269,33330
E6,39,82669,37473,24531,27340
E7,39,73504,33650,20681,21631
E8,39,124553,57433,37597,40020
E9,39,142858,65678,39889,39095
E10,39,113216,51582,30040,28831
E11,39,122282,55151,31264,29046
E12,39,130032,58968,34114,31986
F1,39,112243,50864,30273,29621
F2,39,19811,8163,11943,21992
F3,39,84786,38649,28537,34339
F4,39,112805,51834,33167,33727
F5,39,113121,52203,30947,30624
F6,39,82073,37156,24986,28788
F7,39,40272,18008,16170,24083
F8,39,146216,67136,42656,44298
F9,39,150718,69213,42843,42276
F10,39,104855,47616,29127,30022
F11,39,124292,56365,32371,30417
F12,39,115396,52359,30055,27830
G1,39,89049,40792,24894,25111
G2,39,32412,14039,14107,22337
G3,39,123701,56506,33528,32903
G4,39,127408,58128,38070,39727
G5,39,133753,61955,39662,41339
G6,39,105139,47859,28994,29721
G7,39,19024,7858,11504,21388
G8,39,136117,62871,39295,39813
G9,39,147101,67199,41370,40647
G10,39,89164,40458,24562,24996
G11,39,116184,52901,29636,26921
G12,39,144655,65662,35720,30326
H1,39,27237,11826,11337,17133
H2,39,70123,31754,21262,24618
H3,39,101377,46458,28969,30290
H4,39,118687,54442,35422,36769
H5,39,133680,62094,39702,41436
H6,39,104744,48089,29128,29869
H7,39,57201,26056,18696,23471
H8,39,117504,54352,34892,36545
H9,39,111686,51399,34111,36397
H10,39,83664,38055,23511,24436
H11,39,79203,35764,20859,20151
H12,39,132428,60243,32618,27495
A1,40,98612,45157,26988,26764
A2,40,164145,74157,45404,46874
A3,40,97069,44663,30137,33140
A4,40,146294,67941,40920,39373
A5,40,85632,39526,24820,26518
A6,40,88632,40717,25686,27555
A7,40,116614,54436,33370,33084
A8,40,147510,68927,41730,40168
A9,40,129178,59745,36259,35464
A10,40,120372,55503,31267,28225
A11,40,110010,50108,28428,26178
A12,40,16520,6401,10031,18656
B1,40,80976,36677,23493,25463
B2,40,128006,58441,33439,31365
B3,40,106233,48686,33244,37208
B4,40,148762,68826,41377,39729
B5,40,95248,43624,26332,26917
B6,40,84758,38511,25457,28798
B7,40,122295,56849,35037,35046
B8,40,141188,65461,39651,38742
B9,40,166218,77288,44623,40923
B10,40,122726,55973,32128,30160
B11,40,111708,50356,28705,26735
B12,40,19882,7739,11829,21589
C1,40,119553,54622,31665,29899
C2,40,123339,56273,32293,30362
C3,40,112520,51618,34794,38203
C4,40,174949,80514,48047,45587
C5,40,85442,39269,25678,28759
C6,40,116714,53294,33794,36694
C7,40,124188,57039,32744,31127
C8,40,155786,72480,43714,42283
C9,40,162195,75097,43668,40382
C10,40,125127,57261,32867,30582
C11,40,121922,55041,31129,28558
C12,40,95226,42927,27385,29148
D1,40,127952,58235,33278,30698
D2,40,127066,57912,33162,31066
D3,40,116513,53724,34891,37029
D4,40,161371,73921,43967,41595
D5,40,98914,45557,28058,29419
D6,40,99475,46021,28482,29805
D7,40,99194,44873,26103,25605
D8,40,141087,65304,40623,41168
D9,40,162271,74714,44326,42019
D10,40,121182,55294,31847,29917
D11,40,117871,53129,30045,27689
D12,40,72841,32278,22791,27304
E1,40,125777,57354,32747,30175
E2,40,22254,9233,12355,22150
E3,40,104862,47975,32178,35457
E4,40,188463,86125,51674,49547
E5,40,138002,63597,36633,35155
E6,40,100081,45649,27856,28565
E7,40,86640,39853,23254,22671
E8,40,145094,67138,41606,41660
E9,40,155825,71737,42327,39948
E10,40,127503,58261,32816,29909
E11,40,134270,60741,33589,29965
E12,40,143944,65471,36863,33094
F1,40,128124,58310,33389,30858
F2,40,20041,8278,11950,21962
F3,40,104084,47675,32303,35870
F4,40,123955,57054,35214,34353
F5,40,127123,58774,33681,31735
F6,40,102346,46658,28860,30255
F7,40,47786,21622,17709,24772
F8,40,167273,77014,46721,45914
F9,40,164124,75478,45384,43191
F10,40,123847,56545,32886,31570
F11,40,137470,62503,34952,31459
F12,40,126773,57684,32365,28813
G1,40,103269,47507,27759,26251
G2,40,38388,16875,15341,22929
G3,40,142900,65469,37231,34332
G4,40,142574,65255,41050,41008
G5,40,152659,70899,43322,42787
G6,40,122311,55881,32347,31098
G7,40,19227,7947,11516,21299
G8,40,151169,69961,42165,40874
G9,40,161418,73847,44154,41798
G10,40,103834,47312,27398,26102
G11,40,125355,57168,31455,27666
G12,40,148901,67675,36554,30605
H1,40,36631,16277,13242,17921
H2,40,86493,39450,24496,25886
H3,40,121387,55888,32892,31851
H4,40,135176,62206,38591,37989
H5,40,151148,70346,43100,42791
H6,40,122275,56359,32532,31178
H7,40,67044,30710,20604,24162
H8,40,134762,62512,38271,37886
H9,40,128605,59370,37376,37674
H10,40,96695,44164,26061,25461
H11,40,88396,40068,22644,20832
H12,40,136552,62177,33433,27824
