Block Type,96well,,
Chemistry,TAQMAN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,FAM,ROX
G10,25,7710.497559,18674.75391
G11,25,7326.814941,18528.58789
G12,25,8939.886719,19714.48828
H1,25,5639.077148,15345.63867
H2,25,7817.183594,19673.13672
H3,25,9874.388672,22836.24414
H4,25,10243.24219,29187.375
H5,25,11545.72656,32645.69141
H6,25,9752.301758,22343.82422
H7,25,7828.358398,19341.77148
H8,25,10329.78223,28606.07227
H9,25,10217.73438,29241.08789
H10,25,7797.236816,18675.47852
H11,25,5470.867676,14464.08594
H12,25,7909.469238,17837.50195
A1,26,7986.66748,19487.33984
A2,26,15982.50977,35102.54688
A3,26,9940.269531,26831.70703
A4,26,10800.76855,29515.16797
A5,26,8579.135742,20426.18359
A6,26,9543.166016,21320.91406
A7,26,8664.933594,25092.86523
A8,26,11091.50879,30072.90234
A9,26,9491.973633,26557.10352
A10,26,8057.737793,19335.60547
A11,26,7964.922852,18099.72656
A12,26,7643.48291,17977.48242
B1,26,8090.882324,19622.6582
B2,26,8931.495117,22089.63672
B3,26,11239.84766,29959.20898
B4,26,10859.81348,29762.2793
B5,26,8681.505859,20016.625
B6,26,10420.03223,22778.58594
B7,26,9328.34375,26591.49609
B8,26,10529.30859,29068.19922
B9,26,10879.89258,28795.83398
B10,26,8888.980469,21137.3125
B11,26,7931.316895,18720.0332
B12,26,9219.37793,20695.70703
C1,26,9073.414063,20747.14063
C2,26,8745.235352,21347.57422
C3,26,11565.58203,30921.45898
C4,26,12403.09863,33760.38281
C5,26,10040.61328,22798.53516
C6,26,13117.40918,28360.02344
C7,26,9174.792969,21962.4668
C8,26,11668.32422,31589.35938
C9,26,11171.3877,29186.77734
C10,26,9188.367188,21475.69141
C11,26,8287.760742,19615.75977
C12,26,10137.24414,22321.81641
D1,26,9337.30957,21111.49219
D2,26,9012.916016,21741.14258
D3,26,10845.1377,29390.59766
D4,26,10935.34473,30515.9043
D5,26,9632.404297,21975.76563
D6,26,8818.930664,22262.70117
D7,26,7356.166504,17974.03125
D8,26,11686.31738,31608.05469
D9,26,11682.29297,31254.85547
D10,26,8910.53418,20995.91211
D11,26,7781.545898,18866.39258
D12,26,10104.76465,22409.33594
E1,26,8967.250977,20767.33594
E2,26,8707.648438,20885.55664
E3,26,10442.16699,28537.20508
E4,26,13904.8291,37009.01563
E5,26,10723.74805,24804.06836
E6,26,9782.792969,21575.4043
E7,26,6288.581055,16153.34668
E8,26,12078.84961,31781.55859
E9,26,10790.49023,29444.51953
E10,26,8662.191406,20458.95313
E11,26,8473.267578,20073.7207
E12,26,10213.36816,22464.20508
F1,26,9497.990234,21560.6875
F2,26,8497.357422,20785.33594
F3,26,10803.60156,29080.05078
F4,26,9143.185547,26324.74023
F5,26,9520.601563,22451.18555
F6,26,10392.55566,23039.8457
F7,26,8861.588867,21423.28516
F8,26,13315.18262,34647.79688
F9,26,11565.31152,32110.25586
F10,26,9587.594727,22469.2207
F11,26,8985.285156,21286.45313
F12,26,8491.264648,19433.41406
G1,26,7422.737305,18459.57813
G2,26,8276.62793,20312.3457
G3,26,10881.26953,23961.49805
G4,26,11418.45703,31572.75586
G5,26,11680.70996,32450.43164
G6,26,10095.94824,22264.69336
G7,26,8454.081055,20212.36523
G8,26,11290.2959,30493.18555
G9,26,11281.75781,30801.12109
G10,26,7723.192383,18660.60352
G11,26,7366.015137,18507.22461
G12,26,9254.693359,19721.9082
H1,26,5655.291504,15383.18945
H2,26,7824.866211,19641.11719
H3,26,9918.358398,22848.94141
H4,26,10277.0459,29174.0293
H5,26,11581.73145,32522.20313
H6,26,9773.249023,22341.78906
H7,26,7833.892578,19285.11133
H8,26,10357.73828,28588.13672
H9,26,10213.64648,29142.23242
H10,26,7806.37207,18640.4707
H11,26,5475.009766,14424.08887
H12,26,8192.505859,17793.87305
A1,27,8012.132813,19442.20703
A2,27,16009.15039,35061.02344
A3,27,9964.759766,26783.44336
A4,27,10852.38477,29431.91797
A5,27,8582.90918,20358.33789
A6,27,9556.007813,21333.17969
A7,27,8672.164063,25017.70117
A8,27,11169.53125,30040.96094
A9,27,9547.102539,26561.52734
A10,27,8115.794434,19359.33203
A11,27,7970.781738,17991.24414
A12,27,7642.091797,17960.78125
B1,27,8124.769043,19640.86914
B2,27,8958.515625,22061.2832
B3,27,11286.51172,29998.99414
B4,27,10899.99805,29635.26953
B5,27,8670.999023,19901.85547
B6,27,10487.35254,22853.29883
B7,27,9436.694336,26747.17188
B8,27,10582.86914,29020.75781
B9,27,11107.2334,28838.6875
B10,27,8934.505859,21135.09961
B11,27,7966.858887,18754.01563
B12,27,9194.527344,20639.80078
C1,27,9090.470703,20711.88281
C2,27,8791.875977,21344.74414
C3,27,11568.77832,30781.00977
C4,27,12501.83398,33776.96875
C5,27,10021.45801,22728.00977
C6,27,13128.1875,28342.37109
C7,27,9168.960938,21863.79297
C8,27,11713.41992,31490.66602
C9,27,11332.00977,29171.36328
C10,27,9261.706055,21526.77344
C11,27,8268.800781,19508.92188
C12,27,10171.31836,22364.00977
D1,27,9373.180664,21068.67969
D2,27,9033.085938,21662.86914
D3,27,10835.41602,29256.1875
D4,27,11032.47168,30503.83984
D5,27,9635.316406,21905.33398
D6,27,8815.193359,22287.57031
D7,27,7373.985352,17932.12109
D8,27,11718.84277,31545.04102
D9,27,11701.35059,31050.52734
D10,27,8972.482422,21042.24414
D11,27,7803.031738,18807.18359
D12,27,10130.30859,22439.11719
E1,27,9024.399414,20803.97852
E2,27,8634.375,20724.24609
E3,27,10456.95605,28473.66016
E4,27,13907.4082,36728.42969
E5,27,10772.61914,24801.82227
E6,27,9764.733398,21482.83594
E7,27,6312.052246,16125.73242
E8,27,12102.52246,31693.01758
E9,27,10865.55273,29327.88086
E10,27,8744.21582,20529.19336
E11,27,8536.782227,20040.57227
E12,27,10189.65723,22251.72852
F1,27,9573.657227,21623.94727
F2,27,8388.927734,20511.82422
F3,27,10828.71289,29039.25391
F4,27,9109.451172,26067.40625
F5,27,9570.375977,22417.7207
F6,27,10352.93652,22926.29688
F7,27,8891.493164,21453.37891
F8,27,13334.54395,34462.23438
F9,27,11634.2627,32032.76172
F10,27,9625.179688,22471.69531
F11,27,9070.754883,21307.39063
F12,27,8495.566406,19244.57422
G1,27,7441.490723,18406.42383
G2,27,8351.152344,20426.05859
G3,27,10909.50781,23905.33203
G4,27,11483.89063,31623.98828
G5,27,11725.8125,32380.1582
G6,27,10133.99219,22263.05664
G7,27,8451.103516,20166.39258
G8,27,11395.58789,30545.25977
G9,27,11359.42773,30716.50391
G10,27,7722.29248,18632.63672
G11,27,7437.611328,18459.62891
G12,27,9824.297852,19699.78125
H1,27,5666.30957,15378.9043
H2,27,7812.125,19606.39844
H3,27,9936.416992,22842.95313
H4,27,10303.05469,29077.04102
H5,27,11638.20605,32471.53906
H6,27,9797.191406,22310.68164
H7,27,7853.153809,19280.21484
H8,27,10400.62891,28526.21875
H9,27,10248.73828,29060.16406
H10,27,7822.220215,18590.40234
H11,27,5507.01123,14437.8457
H12,27,8785.960938,17764.26758
A1,28,8042.975098,19442.79492
A2,28,16054.10156,35063.53125
A3,28,9988.662109,26690.37109
A4,28,10988.39648,29457.9082
A5,28,8608.092773,20384.9082
A6,28,9588.65625,21301.27734
A7,28,8752.665039,25002.36523
A8,28,11273.98242,29956.63477
A9,28,9598.591797,26445.8418
A10,28,8200.892578,19310.34766
A11,28,8033.101074,18012.54883
A12,28,7635.202637,17934.32813
B1,28,8126.675781,19616.87109
B2,28,9037.097656,22055.82031
B3,28,11351.78516,29971.50977
B4,28,11033.91602,29745.29688
B5,28,8770.162109,20049.93555
B6,28,10486.93848,22795.30859
B7,28,9454.393555,26603.76172
B8,28,10664.18848,28940.56055
B9,28,11433.65625,28765.83594
B10,28,8972.564453,21102.99023
B11,28,7999.146484,18667.96094
B12,28,9202.599609,20628.68945
C1,28,9230.050781,20844.89063
C2,28,8849.291016,21295.24414
C3,28,11554.30371,30632.23438
C4,28,12614.9668,33564.62109
C5,28,10096.04785,22799.42188
C6,28,13179.0498,28347.92969
C7,28,9277.12793,21916.70898
C8,28,11805.74121,31416.20898
C9,28,11599.44141,29103.60156
C10,28,9316.557617,21489.84961
C11,28,8363.862305,19500.56641
C12,28,10180.17676,22309.59766
D1,28,9480.007813,21142.3418
D2,28,9094.970703,21647.86719
D3,28,10910.31055,29294.13477
D4,28,11104.68945,30289.28711
D5,28,9676.881836,21942.76953
D6,28,8820.603516,22304.82617
D7,28,7378.620117,17870.01953
D8,28,11763.40137,31460.04297
D9,28,11915.2334,31147.07227
D10,28,9020.108398,20993.69531
D11,28,7924.993652,18844.96875
D12,28,10120.93164,22352.6543
E1,28,9102.892578,20767.92773
E2,28,8688.212891,20785.87305
E3,28,10533.12305,28512.63281
E4,28,14015.30859,36647.88281
E5,28,10843.01074,24810.25195
E6,28,9821.916992,21520.55078
E7,28,6323.373047,16105.99023
E8,28,12168.9082,31644.58594
E9,28,11069.75977,29373.48438
E10,28,8785.995117,20462.66211
E11,28,8661.992188,20028.08008
E12,28,10333.94336,22309.83008
F1,28,9601.515625,21490.76953
F2,28,8487.317383,20717.17383
F3,28,10867.85645,28999.2207
F4,28,9255.638672,26157.7832
F5,28,9680.762695,22472.35156
F6,28,10396.45605,22954.19141
F7,28,8887.132813,21365.47852
F8,28,13434.33105,34427.51563
F9,28,11828.69531,32082.30078
F10,28,9652.286133,22410.87109
F11,28,9155.84082,21231.95313
F12,28,8612.177734,19319.16016
G1,28,7485.654297,18426.24414
G2,28,8334.186523,20320.61719
G3,28,10991.3584,23891.38672
G4,28,11541.76758,31470.58203
G5,28,11814.42285,32311.41602
G6,28,10208.83301,22265.31641
G7,28,8488.979492,20233.76758
G8,28,11489.30957,30463.79297
G9,28,11469.75684,30566.52539
G10,28,7772.446777,18605.3457
G11,28,7604.493164,18481.76563
G12,28,10892.04883,19668.07227
H1,28,5657.78418,15332.85742
H2,28,7866.000977,19619.72266
H3,28,9996.567383,22843.59766
H4,28,10369.84082,28984.84766
H5,28,11730.58105,32416.86523
H6,28,9873.083008,22301.30078
H7,28,7900.433594,19308.05469
H8,28,10483.55762,28499.59375
H9,28,10316.13086,29025.40625
H10,28,7843.030273,18546.86523
H11,28,5567.106934,14396.68848
H12,28,9892.714844,17786.39453
A1,29,8125.433105,19448.6543
A2,29,16143.40527,35033.10547
A3,29,10035.70898,26666.12891
A4,29,11197.86035,29359.88281
A5,29,8620.795898,20311.12305
A6,29,9642.634766,21281.38086
A7,29,8892.374023,24979.29297
A8,29,11476.58984,29879.99023
A9,29,9768.762695,26421.5
A10,29,8369.799805,19307.79883
A11,29,8138.210938,17949.87695
A12,29,7629.379395,17878.79492
B1,29,8145.904785,19569.48438
B2,29,9164.751953,22037.7832
B3,29,11368.9668,29874.95898
B4,29,11263.51367,29699.55664
B5,29,8738.782227,19852.83594
B6,29,10551.56738,22807.37891
B7,29,9542.719727,26459.53125
B8,29,10848.06738,28927.87109
B9,29,12122.92188,28802.88867
B10,29,9089.056641,21066.73633
B11,29,8157.870605,18717.12695
B12,29,9205.53125,20610.11719
C1,29,9377.833984,20937.33789
C2,29,8977.578125,21283.09766
C3,29,11687.27441,30760.58398
C4,29,12871.13281,33424.60938
C5,29,10041.26563,22635.26172
C6,29,13241.92676,28341.5625
C7,29,9393.714844,22004.13477
C8,29,12019.45801,31385.48242
C9,29,12121.93848,29081.73633
C10,29,9438.860352,21468.96289
C11,29,8468.697266,19405.10352
C12,29,10233.59863,22349.11719
D1,29,9637.22168,21144.38672
D2,29,9204.140625,21608.82813
D3,29,10967.04785,29170.82227
D4,29,11368.78223,30233.3457
D5,29,9694.652344,21871.90039
D6,29,8874.866211,22319.75977
D7,29,7529.89502,18028.81055
D8,29,11925.62012,31485.98828
D9,29,12158.29785,31053.77344
D10,29,9118.921875,20996.97852
D11,29,8028.202148,18749.67188
D12,29,10168.91113,22423.29883
E1,29,9260.374023,20783.75977
E2,29,8661.578125,20675.5293
E3,29,10592.19824,28481.0957
E4,29,14345.41797,36813.28125
E5,29,10986.80957,24844.61914
E6,29,9845.265625,21454.74023
E7,29,6422.64502,16135.6543
E8,29,12321.35645,31641.96094
E9,29,11378.43945,29325.3457
E10,29,8949.345703,20453.51367
E11,29,8882.532227,19993.6582
E12,29,10576.41016,22412.40625
F1,29,9735.803711,21499.01758
F2,29,8465.053711,20639.10352
F3,29,10913.80273,28952.04297
F4,29,9464.250977,26225.38867
F5,29,9840.494141,22478.54492
F6,29,10399.48633,22856.51758
F7,29,8923.868164,21394.7832
F8,29,13604.96289,34375.91016
F9,29,12139.76172,32002.07031
F10,29,9743.032227,22409.87695
F11,29,9392.822266,21267.73047
F12,29,8863.849609,19361.06836
G1,29,7592.123535,18422.94141
G2,29,8390.587891,20376.43945
G3,29,11116.18359,23876.49805
G4,29,11696.58496,31385.125
G5,29,11998.95117,32300.30859
G6,29,10302.77344,22255.60156
G7,29,8457.900391,20142.64063
G8,29,11708.79199,30433.58203
G9,29,11794.16113,30552.99805
G10,29,7839.629395,18570.78906
G11,29,7900.814941,18417.71875
G12,29,12921.5,19750.45313
H1,29,5661.534668,15309.21875
H2,29,7902.280762,19619.57227
H3,29,10065.44434,22826.53125
H4,29,10530.23047,28980.15039
H5,29,11912.45801,32353.125
H6,29,9953.797852,22277.15234
H7,29,7937.147949,19231.15234
H8,29,10616.72754,28436.14844
H9,29,10424.90039,28952.85547
H10,29,7919.575195,18534.62109
H11,29,5685.961426,14420.53809
H12,29,11907.71875,17771.18164
A1,30,8256.698242,19421.11133
A2,30,16286.8125,34989.14063
A3,30,10153.24902,26604.9375
A4,30,11628.33594,29290.0293
A5,30,8711.347656,20364.7207
A6,30,9738.390625,21265.49805
A7,30,9110.228516,24909.2168
A8,30,11897.23047,29820.94141
A9,30,10098.87012,26435.82813
A10,30,8713.541016,19281.63086
A11,30,8361.780273,17931.23633
A12,30,7630.100586,17866.93164
B1,30,8195.639648,19516.38477
B2,30,9410.441406,22035.23242
B3,30,11411.16699,29703.57422
B4,30,11611.31543,29534.66211
B5,30,8897.790039,19986.75
B6,30,10642.48828,22806.84375
B7,30,9776.266602,26476.87891
B8,30,11145.87402,28854.92188
B9,30,13385.26465,28769.25781
B10,30,9327.073242,21072.34961
B11,30,8379.037109,18626.14063
B12,30,9194.335938,20605.54102
C1,30,9555.75293,20884.55469
C2,30,9230.657227,21285.17188
C3,30,11824.89063,30751.39453
C4,30,13500.63184,33626.47656
C5,30,10117.14648,22652.23047
C6,30,13364.97852,28317.57617
C7,30,9596.999023,22000.62109
C8,30,12382.89551,31292.36914
C9,30,13152.69043,29190.30078
C10,30,9692.933594,21493.46289
C11,30,8804.21875,19468.34961
C12,30,10290.41699,22298.09961
D1,30,9899.106445,21114.35938
D2,30,9450.136719,21616.2793
D3,30,11194.42871,29299.61719
D4,30,11969.85352,30306.24609
D5,30,9832.21582,22021.45313
D6,30,8977.310547,22332
D7,30,7656.849121,18006.74609
D8,30,12156.31738,31459.94922
D9,30,12674.59082,31005.17773
D10,30,9344.766602,21006.11328
D11,30,8330.245117,18829.59375
D12,30,10176.39258,22369.80273
E1,30,9522.398438,20710.49609
E2,30,8714.28125,20771.91992
E3,30,10704.4502,28447.95703
E4,30,14939.77637,36948.12891
E5,30,11219.8418,24899.5957
E6,30,9971.568359,21487.92578
E7,30,6534.975098,16141.24219
E8,30,12566.88672,31644.94922
E9,30,12001.47363,29345.63281
E10,30,9276.545898,20501.33203
E11,30,9357.294922,20027.09961
E12,30,10948.32227,22327.37109
F1,30,9986.160156,21469.62109
F2,30,8532.692383,20759.37109
F3,30,11014.09277,28907.46094
F4,30,9792.643555,26214.47461
F5,30,10110.72656,22388.13672
F6,30,10540.84473,22969.57617
F7,30,8946.518555,21323.18945
F8,30,13947.55957,34356.08203
F9,30,12732.46484,31937.49609
F10,30,9960.364258,22475.48828
F11,30,9824.546875,21258.5332
F12,30,9315.233398,19456.93359
G1,30,7755.662109,18382.56836
G2,30,8384.707031,20313.60742
G3,30,11375.4834,23900.73242
G4,30,11996.42871,31321.58203
G5,30,12373.52832,32391.01367
G6,30,10511.28418,22261.85352
G7,30,8491.114258,20193.71484
G8,30,12092.71289,30319.41211
G9,30,12356.68359,30443.85547
G10,30,7983.765137,18543.16797
G11,30,8502.554688,18398.33398
G12,30,16407.63672,19795.5
H1,30,5675.466309,15300.3584
H2,30,7970.940918,19581.99219
H3,30,10235.81445,22843.4082
H4,30,10834.0625,28976.99805
H5,30,12277.5791,32331.53125
H6,30,10167.19629,22304.28516
H7,30,8051.61084,19267.3457
H8,30,10889.46582,28395.625
H9,30,10660.77246,28924.25195
H10,30,8049.104004,18513.71289
H11,30,5910.115234,14374.83008
H12,30,15364.02832,17785
A1,31,8516.867188,19451.40039
A2,31,16579.59766,34932.07422
A3,31,10355.49512,26589.58594
A4,31,12456.57324,29280.64844
A5,31,8822.901367,20331.15234
A6,31,9937.399414,21259.18164
A7,31,9592.566406,24890.83008
A8,31,12707.94434,29746.98828
A9,31,10643.34375,26324.08789
A10,31,9369.65625,19295
A11,31,8805.446289,17957.85156
A12,31,7620.070313,17847.53516
B1,31,8300.783203,19513.29492
B2,31,9882.84082,22014.65039
B3,31,11632.69336,29783.17383
B4,31,12370.63379,29483.5957
B5,31,9069.179688,19979.87891
B6,31,10814.50781,22802.10156
B7,31,10168.34766,26370.73633
B8,31,11732.95313,28773.13086
B9,31,15664.42578,28805.54492
B10,31,9781.374023,21073.33203
B11,31,8806.694336,18596.28125
B12,31,9213.306641,20602.32031
C1,31,9983.97168,20945.58203
C2,31,9717.209961,21273.85156
C3,31,12036.14258,30707.53125
C4,31,14549.8877,33564.90234
C5,31,10221.15625,22654.75391
C6,31,13583.87109,28328.86914
C7,31,9987.073242,22039.64648
C8,31,13121.3457,31223.73438
C9,31,14930.24512,29055.8125
C10,31,10168.7998,21501.59961
C11,31,9405.788086,19540.85742
C12,31,10444.75488,22342.94141
D1,31,10439.16113,21148.5957
D2,31,9908.244141,21598.81445
D3,31,11428.17285,29152.56836
D4,31,13023.42383,30410.21875
D5,31,10005.16992,21987.73047
D6,31,9193.433594,22327.0293
D7,31,7955.846191,18106.61523
D8,31,12541.52148,31332.16797
D9,31,13695.30859,30957.14063
D10,31,9705.181641,20948.58789
D11,31,8915.616211,18928.95898
D12,31,10260.2002,22365.67383
E1,31,10109.53027,20793.64648
E2,31,8690.869141,20665.84766
E3,31,10907.64746,28392.45508
E4,31,15848.69727,36801.19531
E5,31,11623.32324,24855.64258
E6,31,10159.65332,21502.23047
E7,31,6806.650879,16170.18066
E8,31,12988.53906,31535.10156
E9,31,13123.96973,29244.4375
E10,31,9829.457031,20460.39453
E11,31,10304.55078,20116.29883
E12,31,11798.93359,22481.91211
F1,31,10468.625,21456.45703
F2,31,8467.898438,20586.36133
F3,31,11186.05469,28845.67578
F4,31,10393.29297,26116.36914
F5,31,10690.9082,22455.62109
F6,31,10732.76172,23019.02734
F7,31,9052.981445,21403.92188
F8,31,14577.48926,34274.39844
F9,31,13927.92773,31993.5625
F10,31,10239.92871,22360.62695
F11,31,10708.43945,21380.41211
F12,31,10052.37891,19418.85156
G1,31,8068.644531,18339.75391
G2,31,8478.373047,20391.12109
G3,31,11861.33789,23927.79688
G4,31,12615.55078,31385.14844
G5,31,12996.35449,32271.90625
G6,31,10873.9873,22261.63086
G7,31,8493.803711,20143.4082
G8,31,12902.14746,30350.54492
G9,31,13493.29688,30485.24609
G10,31,8285.304688,18511.98438
G11,31,9613.150391,18370.49805
G12,31,21978.05664,19926.98633
H1,31,5694.236328,15290.16211
H2,31,8107.694824,19567.70508
H3,31,10510.60645,22823.74414
H4,31,11365.62891,28922.69141
H5,31,12987.16504,32282.41797
H6,31,10534.82129,22301.44531
H7,31,8223.549805,19239.00391
H8,31,11397.43457,28358.30078
H9,31,11093.66797,28863.25
H10,31,8307.469727,18495.74023
H11,31,6341.146484,14388.26953
H12,31,20783.20703,17915.125
A1,32,9003.960938,19430.58203
A2,32,17195.35156,34990.48047
A3,32,10750.54688,26573.55273
A4,32,14003.50098,29269.14844
A5,32,9062.581055,20316.16406
A6,32,10304.87207,21275.9375
A7,32,10438.39746,24811.57813
A8,32,14235.80664,29739.1543
A9,32,11707.81348,26280.00195
A10,32,10602.67383,19309.5957
A11,32,9629.001953,18024.68555
A12,32,7619.39209,17809.46875
B1,32,8527.314453,19545.86328
B2,32,10754.62402,21975.45117
B3,32,11926.53223,29679.68555
B4,32,13794.11621,29498.71484
B5,32,9399.320313,19940.58594
B6,32,11152.92871,22858.875
B7,32,10960.27051,26403.26758
B8,32,12888.27539,28770
B9,32,19604.60156,28950.79102
B10,32,10626.0459,21050.67383
B11,32,9745.686523,18685.23438
B12,32,9220.041992,20571.88477
C1,32,10763.76172,20981.76953
C2,32,10665.74316,21321.15234
C3,32,12520.12305,30752.62305
C4,32,16523.60352,33563.64844
C5,32,10421.69531,22681.71875
C6,32,13995.9541,28338.7832
C7,32,10655.53125,21961.69922
C8,32,14543.33496,31285.80859
C9,32,18027.76758,28876.14258
C10,32,11037.98633,21478.82617
C11,32,10513.51367,19600.88281
C12,32,10674.12305,22294.43359
D1,32,11423.10156,21126.57422
D2,32,10804.82715,21637.92383
D3,32,11995.82422,29214.19531
D4,32,14847.34766,30324.32813
D5,32,10306.2832,21978.05664
D6,32,9627.655273,22286.03711
D7,32,8449.773438,18168.75586
D8,32,13375.79785,31330.56445
D9,32,15519.6416,30838.2793
D10,32,10474.61816,21012.33984
D11,32,9962.777344,18952.09766
D12,32,10332.31543,22288.73242
E1,32,11123.08301,20744.72266
E2,32,8728.761719,20695.23438
E3,32,11256.47266,28306.76953
E4,32,17576.08984,36756.83594
E5,32,12414.40723,24912.35547
E6,32,10455.14941,21419.25
E7,32,7259.32959,16165.33594
E8,32,13883.43945,31552.26758
E9,32,15214.51563,29237.23242
E10,32,10939.71777,20531.3418
E11,32,11945.58105,20136.76953
E12,32,13194.81055,22460.90039
F1,32,11362.21875,21415.87891
F2,32,8541.608398,20719.49805
F3,32,11511.44336,28781.64258
F4,32,11566.37109,26112.94141
F5,32,11763.35547,22469.27148
F6,32,10931.46875,22882.45117
F7,32,9199.089844,21405.11719
F8,32,15822.09473,34296.00781
F9,32,16011.33691,31926.51172
F10,32,10888.65234,22401.25781
F11,32,12262.28027,21378.34375
F12,32,11501.49414,19457.50781
G1,32,8713.491211,18349.04688
G2,32,8524.65332,20300.21875
G3,32,12749.70117,23942.91016
G4,32,13785.20898,31396.20898
G5,32,14173.06348,32187.86328
G6,32,11571.97949,22267.04492
G7,32,8487.482422,20089.94922
G8,32,14394.35352,30332.94141
G9,32,15534.79785,30471.43555
G10,32,8849.658203,18463.52539
G11,32,11735.53613,18433.64258
G12,32,29798.75195,20194.72852
H1,32,5734.383789,15262.06055
H2,32,8390.875,19538.27539
H3,32,11070.88379,22842.33008
H4,32,12415.38184,28894.66992
H5,32,14292.92969,32224.76758
H6,32,11212.39453,22296.23438
H7,32,8531.186523,19225.91992
H8,32,12359.21191,28336.49609
H9,32,11920.26563,28837.76367
H10,32,8832.095703,18503.79492
H11,32,7173.484863,14391.67383
H12,32,27982.27539,18011.85352
A1,33,9875.455078,19327.99023
A2,33,18318.125,35005.3125
A3,33,11459.88379,26492.82422
A4,33,16792.68164,29338.96484
A5,33,9526.231445,20347.66797
A6,33,11010.86328,21271.66797
A7,33,12069.58594,24851.60938
A8,33,16991.92383,29720.48242
A9,33,13744.66797,26386.98242
A10,33,12823.7793,19334.97852
A11,33,11130.87988,18006.05078
A12,33,7612.228516,17819.5625
B1,33,8939.24707,19499.64844
B2,33,12447.21387,22005.74805
B3,33,12566.33984,29668.68359
B4,33,16367.97461,29536.1543
B5,33,10026.90332,19949.07617
B6,33,11709.17773,22791.23828
B7,33,12361.0791,26263.64063
B8,33,15006.55664,28812.00391
B9,33,25810.54492,29137.70703
B10,33,12190.37305,21047.05273
B11,33,11402.71777,18742.15625
B12,33,9216.152344,20551.52344
C1,33,12077.94434,20842.06055
C2,33,12338.50977,21274.98047
C3,33,13280.59961,30568.5293
C4,33,20064.05859,33629.10938
C5,33,10756.74121,22656.4707
C6,33,14784.88477,28332.49023
C7,33,12035,22033.33984
C8,33,17066.06641,31235.55078
C9,33,23356.86914,29128.42383
C10,33,12689.86133,21470.76563
C11,33,12485.1377,19648.36719
C12,33,11181.99609,22331.68945
D1,33,13231.45215,21155.50781
D2,33,12405.78613,21637.73828
D3,33,13001.87793,29193.57227
D4,33,18112.11719,30323.08203
D5,33,10887.21094,21987.69922
D6,33,10586.15723,22392.58984
D7,33,9355.620117,18200.32422
D8,33,14900.67773,31329.21484
D9,33,18790.82227,30825.61133
D10,33,11852.09277,20961.15039
D11,33,11898.25586,19017.42969
D12,33,10535.02441,22292.96484
E1,33,13046.03711,20771.76953
E2,33,8753.267578,20721.61133
E3,33,11954.80566,28246.87305
E4,33,20739.78125,36748.52734
E5,33,13795.31348,24887.25195
E6,33,11147.62891,21488.69141
E7,33,8140.561035,16227.73047
E8,33,15524.96387,31587.10742
E9,33,18834.59766,29212.86914
E10,33,12908.39063,20512.75
E11,33,14909.28906,20207.49609
E12,33,15677.45605,22344.32422
F1,33,13077.30957,21421.44727
F2,33,8571.512695,20762.28516
F3,33,12150.75391,28753.80859
F4,33,13704.87109,26077.28906
F5,33,13706.89844,22494.66211
F6,33,11567.31152,23042.81836
F7,33,9411.631836,21320.5625
F8,33,18063.56641,34244.66016
F9,33,19751.66211,31949.58008
F10,33,12049.82422,22336.64844
F11,33,15068.55078,21468.65039
F12,33,13941.79785,19337.27148
G1,33,9928,18383.01367
G2,33,8685.441406,20276.27734
G3,33,14423.9209,23972.91211
G4,33,15864.88574,31366.19336
G5,33,16383.48047,32212.91406
G6,33,12904.1582,22296.10547
G7,33,8520.459961,20107.50781
G8,33,17078.14453,30362.85156
G9,33,19173.57617,30586.76172
G10,33,9968.851563,18502.875
G11,33,15241.76367,18416.64258
G12,33,38665.82031,20196.26563
H1,33,5823.917969,15246.07422
H2,33,8922.780273,19555.91797
H3,33,12099.74609,22833.11719
H4,33,14330.86035,28875.24023
H5,33,16696.71484,32227.92773
H6,33,12519.30273,22344.99609
H7,33,9135.537109,19217.50781
H8,33,14171.43848,28357.60156
H9,33,13477.93457,28809.41797
H10,33,9770.834961,18443.98047
H11,33,8708.908203,14426.50586
H12,33,36418.76953,18222.04297
A1,34,11593.66309,19373.85547
A2,34,20367.59766,34938.52344
A3,34,12831.25879,26539.82227
A4,34,21393.125,29343.51172
A5,34,10366.94629,20270.0332
A6,34,12323.45703,21296.76367
A7,34,14916.9043,24874.10352
A8,34,21646.72266,29787.46484
A9,34,17192.41602,26374.9375
A10,34,16672.45898,19453.30273
A11,34,13855.67773,18068.32617
A12,34,7596.737793,17755.83984
B1,34,9718.166016,19502.89453
B2,34,15451.17969,22075.42578
B3,34,13791.56641,29792.19336
B4,34,20710.24023,29557.91797
B5,34,11216.83594,19879.76172
B6,34,12820.28613,22811.00586
B7,34,15007.67383,26336.10352
B8,34,18669.58984,28870.29492
B9,34,34017.72656,29219.36133
B10,34,15066.76758,21116.57422
B11,34,14296.36523,18788.75195
B12,34,9204.584961,20525.60938
C1,34,14624.28125,20930.87891
C2,34,15411.29102,21350.95703
C3,34,14850.32227,30637.08594
C4,34,25851.60547,33757.45703
C5,34,11429.38965,22686.42188
C6,34,16304.23535,28404.49609
C7,34,14446.23438,22084.9043
C8,34,21438.12695,31339.61328
C9,34,30921.75,29203.98828
